0.5463	0.5135	0.5136	0.461	0.4761	0.4559	0.5038	0.5144	0.498	0.4957	0.5303	0.5227
0.4941	0.468	0.4564	0.4087	0.4188	0.4029	0.5079	0.4918	0.4852	0.4679	0.3653	0.2915
0.3264	0.3145	0.3141	0.285	0.2876	0.2792	0.459	0.5235	0.5106	0.5082	0.5425	0.5391
0.5279	0.5215	0.5122	0.4661	0.4689	0.461	0.5103	0.5627	0.5678	0.5244	0.57	0.5873
0.505	0.4853	0.4818	0.4542	0.4533	0.4508	0.5639	0.5843	0.5755	0.5037	0.5458	0.5308
1.1266	0.6353	0.3698	0.2268	0.1551	0.112	0.0675	0.0499	0.0502	0.0503	0.0497	0.0498
1.1442	0.6569	0.3922	0.2569	0.1624	0.1222	0.0674	0.0494	0.0494	0.0492	0.0494	0.0492
0.0495	0.0496	0.0497	0.05	0.0492	0.0496	0.0496	0.0492	0.0498	0.0503	0.0497	0.0486
