0.1049	0.1085	0.1059	0.1004	0.101	0.0981	0.2566	0.2611	0.2601	0.2346	0.2565	0.2589
0.422	0.4168	0.4117	0.3631	0.3563	0.3723	0.4336	0.481	0.4908	0.4463	0.4551	0.436
0.6332	0.6192	0.6099	0.554	0.5291	0.5328	0.6113	0.661	0.6677	0.5924	0.6113	0.6091
1.089	0.6171	0.3528	0.2173	0.1425	0.1097	0.0646	0.0492	0.0497	0.0494	0.0492	0.0494
1.1176	0.6382	0.3802	0.2386	0.149	0.1152	0.0642	0.0495	0.0497	0.0494	0.0491	0.0498
0.0487	0.0496	0.0498	0.05	0.0497	0.0499	0.0498	0.0497	0.05	0.0502	0.0497	0.0498
0.0486	0.0495	0.0495	0.0491	0.0492	0.0496	0.0494	0.0493	0.0495	0.0492	0.0494	0.0494
0.0494	0.0496	0.0496	0.0497	0.05	0.0495	0.0494	0.049	0.0497	0.0501	0.0496	0.0487
